index,symbol,reason,timestamp,date,issues
6788,FUT1,missing_or_invalid_timestamp,nan,,
6789,FUT1,missing_or_invalid_timestamp,nan,,
6790,FUT11,missing_or_invalid_timestamp,nan,,
6791,FUT11,missing_or_invalid_timestamp,nan,,
6792,FUT11,missing_or_invalid_timestamp,nan,,
6793,FUT11,missing_or_invalid_timestamp,nan,,
6794,FUT11,missing_or_invalid_timestamp,nan,,
6795,FUT11,missing_or_invalid_timestamp,nan,,
6796,FUT11,missing_or_invalid_timestamp,nan,,
6797,FUT11,missing_or_invalid_timestamp,nan,,
6798,FUT11,missing_or_invalid_timestamp,nan,,
6799,FUT11,missing_or_invalid_timestamp,nan,,
6800,FUT11,missing_or_invalid_timestamp,nan,,
6801,FUT11,missing_or_invalid_timestamp,nan,,
6802,FUT11,missing_or_invalid_timestamp,nan,,
6803,FUT11,missing_or_invalid_timestamp,nan,,
6804,FUT11,missing_or_invalid_timestamp,nan,,
6805,FUT11,missing_or_invalid_timestamp,nan,,
6806,FUT11,missing_or_invalid_timestamp,nan,,
6807,FUT11,missing_or_invalid_timestamp,nan,,
6808,FUT11,missing_or_invalid_timestamp,nan,,
6809,FUT11,missing_or_invalid_timestamp,nan,,
6810,FUT11,missing_or_invalid_timestamp,nan,,
6811,FUT11,missing_or_invalid_timestamp,nan,,
6812,FUT11,missing_or_invalid_timestamp,nan,,
6813,FUT11,missing_or_invalid_timestamp,nan,,
6814,FUT11,missing_or_invalid_timestamp,nan,,
6815,FUT11,missing_or_invalid_timestamp,nan,,
6816,FUT11,missing_or_invalid_timestamp,nan,,
6817,FUT11,missing_or_invalid_timestamp,nan,,
6818,FUT11,missing_or_invalid_timestamp,nan,,
6819,FUT11,missing_or_invalid_timestamp,nan,,
6820,FUT11,missing_or_invalid_timestamp,nan,,
6821,FUT11,missing_or_invalid_timestamp,nan,,
6822,FUT11,missing_or_invalid_timestamp,nan,,
6823,FUT11,missing_or_invalid_timestamp,nan,,
6824,FUT11,missing_or_invalid_timestamp,nan,,
6825,FUT11,missing_or_invalid_timestamp,nan,,
6826,FUT11,missing_or_invalid_timestamp,nan,,
6827,FUT11,missing_or_invalid_timestamp,nan,,
6828,FUT11,missing_or_invalid_timestamp,nan,,
6829,FUT11,missing_or_invalid_timestamp,nan,,
6830,FUT11,missing_or_invalid_timestamp,nan,,
6831,FUT11,missing_or_invalid_timestamp,nan,,
6832,FUT11,missing_or_invalid_timestamp,nan,,
6833,FUT11,missing_or_invalid_timestamp,nan,,
6834,FUT11,missing_or_invalid_timestamp,nan,,
6835,FUT11,missing_or_invalid_timestamp,nan,,
6836,FUT11,missing_or_invalid_timestamp,nan,,
6837,FUT11,missing_or_invalid_timestamp,nan,,
6838,FUT11,missing_or_invalid_timestamp,nan,,
6839,FUT11,missing_or_invalid_timestamp,nan,,
6840,FUT11,missing_or_invalid_timestamp,nan,,
6841,FUT11,missing_or_invalid_timestamp,nan,,
6842,FUT11,missing_or_invalid_timestamp,nan,,
6843,FUT11,missing_or_invalid_timestamp,nan,,
6844,FUT11,missing_or_invalid_timestamp,nan,,
6845,FUT11,missing_or_invalid_timestamp,nan,,
6846,FUT11,missing_or_invalid_timestamp,nan,,
6847,FUT11,missing_or_invalid_timestamp,nan,,
6848,FUT11,missing_or_invalid_timestamp,nan,,
6849,FUT11,missing_or_invalid_timestamp,nan,,
6850,FUT11,missing_or_invalid_timestamp,nan,,
6851,FUT11,missing_or_invalid_timestamp,nan,,
6852,FUT11,missing_or_invalid_timestamp,nan,,
6853,FUT11,missing_or_invalid_timestamp,nan,,
6854,FUT11,missing_or_invalid_timestamp,nan,,
6855,FUT11,missing_or_invalid_timestamp,nan,,
6856,FUT11,missing_or_invalid_timestamp,nan,,
6857,FUT11,missing_or_invalid_timestamp,nan,,
6858,FUT11,missing_or_invalid_timestamp,nan,,
6859,FUT11,missing_or_invalid_timestamp,nan,,
6860,FUT11,missing_or_invalid_timestamp,nan,,
6861,FUT11,missing_or_invalid_timestamp,nan,,
6862,FUT11,missing_or_invalid_timestamp,nan,,
6863,FUT11,missing_or_invalid_timestamp,nan,,
6864,FUT11,missing_or_invalid_timestamp,nan,,
6865,FUT11,missing_or_invalid_timestamp,nan,,
6866,FUT11,missing_or_invalid_timestamp,nan,,
6867,FUT11,missing_or_invalid_timestamp,nan,,
6868,FUT11,missing_or_invalid_timestamp,nan,,
6869,FUT11,missing_or_invalid_timestamp,nan,,
6870,FUT11,missing_or_invalid_timestamp,nan,,
6871,FUT11,missing_or_invalid_timestamp,nan,,
6872,FUT11,missing_or_invalid_timestamp,nan,,
6873,FUT11,missing_or_invalid_timestamp,nan,,
6874,FUT11,missing_or_invalid_timestamp,nan,,
6875,FUT11,missing_or_invalid_timestamp,nan,,
6876,FUT11,missing_or_invalid_timestamp,nan,,
6877,FUT11,missing_or_invalid_timestamp,nan,,
6878,FUT11,missing_or_invalid_timestamp,nan,,
6879,FUT11,missing_or_invalid_timestamp,nan,,
6880,FUT11,missing_or_invalid_timestamp,nan,,
6881,FUT11,missing_or_invalid_timestamp,nan,,
6882,FUT11,missing_or_invalid_timestamp,nan,,
6883,FUT11,missing_or_invalid_timestamp,nan,,
6884,FUT11,missing_or_invalid_timestamp,nan,,
6885,FUT11,missing_or_invalid_timestamp,nan,,
6886,FUT11,missing_or_invalid_timestamp,nan,,
6887,FUT11,missing_or_invalid_timestamp,nan,,
6888,FUT11,missing_or_invalid_timestamp,nan,,
6889,FUT11,missing_or_invalid_timestamp,nan,,
6890,FUT11,missing_or_invalid_timestamp,nan,,
6891,FUT11,missing_or_invalid_timestamp,nan,,
6892,FUT11,missing_or_invalid_timestamp,nan,,
6893,FUT11,missing_or_invalid_timestamp,nan,,
6894,FUT11,missing_or_invalid_timestamp,nan,,
6895,FUT11,missing_or_invalid_timestamp,nan,,
6896,FUT11,missing_or_invalid_timestamp,nan,,
6897,FUT11,missing_or_invalid_timestamp,nan,,
6898,FUT11,missing_or_invalid_timestamp,nan,,
6899,FUT11,missing_or_invalid_timestamp,nan,,
6900,FUT11,missing_or_invalid_timestamp,nan,,
6901,FUT11,missing_or_invalid_timestamp,nan,,
6902,FUT11,missing_or_invalid_timestamp,nan,,
6903,FUT11,missing_or_invalid_timestamp,nan,,
6904,FUT11,missing_or_invalid_timestamp,nan,,
6905,FUT11,missing_or_invalid_timestamp,nan,,
6906,FUT11,missing_or_invalid_timestamp,nan,,
6907,FUT11,missing_or_invalid_timestamp,nan,,
6908,FUT11,missing_or_invalid_timestamp,nan,,
6909,FUT11,missing_or_invalid_timestamp,nan,,
6910,FUT11,missing_or_invalid_timestamp,nan,,
6911,FUT11,missing_or_invalid_timestamp,nan,,
6912,FUT11,missing_or_invalid_timestamp,nan,,
6913,FUT11,missing_or_invalid_timestamp,nan,,
6914,FUT11,missing_or_invalid_timestamp,nan,,
6915,FUT11,missing_or_invalid_timestamp,nan,,
6916,FUT11,missing_or_invalid_timestamp,nan,,
6917,FUT11,missing_or_invalid_timestamp,nan,,
6918,FUT11,missing_or_invalid_timestamp,nan,,
6919,FUT11,missing_or_invalid_timestamp,nan,,
6920,FUT11,missing_or_invalid_timestamp,nan,,
6921,FUT11,missing_or_invalid_timestamp,nan,,
6922,FUT11,missing_or_invalid_timestamp,nan,,
6923,FUT11,missing_or_invalid_timestamp,nan,,
6924,FUT11,missing_or_invalid_timestamp,nan,,
6925,FUT11,missing_or_invalid_timestamp,nan,,
6926,FUT11,missing_or_invalid_timestamp,nan,,
6927,FUT11,missing_or_invalid_timestamp,nan,,
6928,FUT11,missing_or_invalid_timestamp,nan,,
6929,FUT11,missing_or_invalid_timestamp,nan,,
6930,FUT11,missing_or_invalid_timestamp,nan,,
6931,FUT11,missing_or_invalid_timestamp,nan,,
6932,FUT11,missing_or_invalid_timestamp,nan,,
6933,FUT11,missing_or_invalid_timestamp,nan,,
6934,FUT11,missing_or_invalid_timestamp,nan,,
6935,FUT11,missing_or_invalid_timestamp,nan,,
6936,FUT11,missing_or_invalid_timestamp,nan,,
6937,FUT11,missing_or_invalid_timestamp,nan,,
6938,FUT11,missing_or_invalid_timestamp,nan,,
6939,FUT11,missing_or_invalid_timestamp,nan,,
6940,FUT11,missing_or_invalid_timestamp,nan,,
6941,FUT11,missing_or_invalid_timestamp,nan,,
6942,FUT11,missing_or_invalid_timestamp,nan,,
6943,FUT11,missing_or_invalid_timestamp,nan,,
6944,FUT11,missing_or_invalid_timestamp,nan,,
6945,FUT11,missing_or_invalid_timestamp,nan,,
6946,FUT11,missing_or_invalid_timestamp,nan,,
6947,FUT11,missing_or_invalid_timestamp,nan,,
6948,FUT11,missing_or_invalid_timestamp,nan,,
6949,FUT11,missing_or_invalid_timestamp,nan,,
6950,FUT11,missing_or_invalid_timestamp,nan,,
6951,FUT11,missing_or_invalid_timestamp,nan,,
6952,FUT11,missing_or_invalid_timestamp,nan,,
6953,FUT11,missing_or_invalid_timestamp,nan,,
6954,FUT11,missing_or_invalid_timestamp,nan,,
6955,FUT11,missing_or_invalid_timestamp,nan,,
6956,FUT11,missing_or_invalid_timestamp,nan,,
6957,FUT11,missing_or_invalid_timestamp,nan,,
6958,FUT11,missing_or_invalid_timestamp,nan,,
6959,FUT11,missing_or_invalid_timestamp,nan,,
6960,FUT11,missing_or_invalid_timestamp,nan,,
6961,FUT11,missing_or_invalid_timestamp,nan,,
6962,FUT11,missing_or_invalid_timestamp,nan,,
6963,FUT11,missing_or_invalid_timestamp,nan,,
6964,FUT11,missing_or_invalid_timestamp,nan,,
6965,FUT11,missing_or_invalid_timestamp,nan,,
6966,FUT11,missing_or_invalid_timestamp,nan,,
6967,FUT11,missing_or_invalid_timestamp,nan,,
6968,FUT11,missing_or_invalid_timestamp,nan,,
6969,FUT11,missing_or_invalid_timestamp,nan,,
6970,FUT11,missing_or_invalid_timestamp,nan,,
6971,FUT11,missing_or_invalid_timestamp,nan,,
6972,FUT11,missing_or_invalid_timestamp,nan,,
6973,FUT11,missing_or_invalid_timestamp,nan,,
6974,FUT11,missing_or_invalid_timestamp,nan,,
6975,FUT11,missing_or_invalid_timestamp,nan,,
6976,FUT11,missing_or_invalid_timestamp,nan,,
6977,FUT11,missing_or_invalid_timestamp,nan,,
6978,FUT11,missing_or_invalid_timestamp,nan,,
6979,FUT11,missing_or_invalid_timestamp,nan,,
6980,FUT11,missing_or_invalid_timestamp,nan,,
6981,FUT11,missing_or_invalid_timestamp,nan,,
6982,FUT11,missing_or_invalid_timestamp,nan,,
6983,FUT11,missing_or_invalid_timestamp,nan,,
6984,FUT11,missing_or_invalid_timestamp,nan,,
6985,FUT11,missing_or_invalid_timestamp,nan,,
6986,FUT11,missing_or_invalid_timestamp,nan,,
6987,FUT11,missing_or_invalid_timestamp,nan,,
6988,FUT11,missing_or_invalid_timestamp,nan,,
6989,FUT11,missing_or_invalid_timestamp,nan,,
6990,FUT11,missing_or_invalid_timestamp,nan,,
6991,FUT11,missing_or_invalid_timestamp,nan,,
6992,FUT11,missing_or_invalid_timestamp,nan,,
6993,FUT11,missing_or_invalid_timestamp,nan,,
6994,FUT11,missing_or_invalid_timestamp,nan,,
6995,FUT11,missing_or_invalid_timestamp,nan,,
6996,FUT11,missing_or_invalid_timestamp,nan,,
6997,FUT11,missing_or_invalid_timestamp,nan,,
6998,FUT11,missing_or_invalid_timestamp,nan,,
6999,FUT11,missing_or_invalid_timestamp,nan,,
7000,FUT11,missing_or_invalid_timestamp,nan,,
7001,FUT11,missing_or_invalid_timestamp,nan,,
7002,FUT11,missing_or_invalid_timestamp,nan,,
7003,FUT11,missing_or_invalid_timestamp,nan,,
7004,FUT11,missing_or_invalid_timestamp,nan,,
7005,FUT11,missing_or_invalid_timestamp,nan,,
7006,FUT11,missing_or_invalid_timestamp,nan,,
7007,FUT11,missing_or_invalid_timestamp,nan,,
7008,FUT11,missing_or_invalid_timestamp,nan,,
7009,FUT11,missing_or_invalid_timestamp,nan,,
7010,FUT12,missing_or_invalid_timestamp,nan,,
7011,FUT12,missing_or_invalid_timestamp,nan,,
7012,FUT12,missing_or_invalid_timestamp,nan,,
7013,FUT12,missing_or_invalid_timestamp,nan,,
7014,FUT12,missing_or_invalid_timestamp,nan,,
7015,FUT12,missing_or_invalid_timestamp,nan,,
7016,FUT12,missing_or_invalid_timestamp,nan,,
7017,FUT12,missing_or_invalid_timestamp,nan,,
7018,FUT12,missing_or_invalid_timestamp,nan,,
7019,FUT12,missing_or_invalid_timestamp,nan,,
7020,FUT12,missing_or_invalid_timestamp,nan,,
7021,FUT12,missing_or_invalid_timestamp,nan,,
7022,FUT12,missing_or_invalid_timestamp,nan,,
7023,FUT12,missing_or_invalid_timestamp,nan,,
7024,FUT12,missing_or_invalid_timestamp,nan,,
7025,FUT12,missing_or_invalid_timestamp,nan,,
7026,FUT12,missing_or_invalid_timestamp,nan,,
7027,FUT12,missing_or_invalid_timestamp,nan,,
